bhk_type,carpet_area_sqft,super_built_up_area_sqft,floor_number,total_floors,building_age_years,lift_available,furnishing_status,modular_kitchen,bathrooms,balconies,ac_units,wardrobes,flooring_type,gated_community,security,clubhouse,gym,swimming_pool,parking_type,power_backup,water_supply,maintenance_charges,locality,pin_code,society_type,distance_to_metro_km,distance_to_it_park_km,distance_to_school_km,distance_to_hospital_km,rental_price,purchase_price,price_per_sqft,brokerage_type,days_since_listed,locality_tier,furnishing_status_encoded,bhk_number,bhk_type_encoded,locality_Aundh,locality_Baner,locality_Hadapsar,locality_Hinjewadi,locality_Kalyani Nagar,locality_Kharadi,locality_Koregaon Park,locality_Kothrud,locality_Magarpatta,locality_Nigdi,locality_Pimple Saudagar,locality_Pune Camp,locality_Shivajinagar,locality_Viman Nagar,locality_Wakad,norm_carpet_area_sqft,norm_super_built_up_area_sqft,norm_floor_number,norm_total_floors,norm_building_age_years,norm_lift_available,norm_modular_kitchen,norm_bathrooms,norm_balconies,norm_ac_units,norm_wardrobes,norm_gated_community,norm_security,norm_clubhouse,norm_gym,norm_swimming_pool,norm_power_backup,norm_maintenance_charges,norm_pin_code,norm_distance_to_metro_km,norm_distance_to_it_park_km,norm_distance_to_school_km,norm_distance_to_hospital_km,norm_price_per_sqft,norm_days_since_listed,norm_locality_tier,norm_locality_Aundh,norm_locality_Baner,norm_locality_Hadapsar,norm_locality_Hinjewadi,norm_locality_Kalyani Nagar,norm_locality_Kharadi,norm_locality_Koregaon Park,norm_locality_Kothrud,norm_locality_Magarpatta,norm_locality_Nigdi,norm_locality_Pimple Saudagar,norm_locality_Pune Camp,norm_locality_Shivajinagar,norm_locality_Viman Nagar,norm_locality_Wakad,floor_ratio,connectivity_score,area_per_bhk
4 BHK,1646.07,2085.88,2,11,5,1,Unfurnished,1,4,5,2,5,Ceramic,1,0,0,0,0,Covered,0,Municipal,4067.46,Pimple Saudagar,411027,Society,4.53,5.24,1.96,1.61,40174.51,9371168.36,5693.0557995711,Broker,6,3,0,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6633437344461887,0.6943612232226017,0.0952380952380952,0.368421052631579,0.25,1.0,1.0,0.6000000000000001,1.0,0.4,0.4444444444444445,1.0,0.0,0.0,0.0,0.0,0.0,0.3748961636781693,0.464285714286234,0.601388888888889,0.4189526184538653,0.6353790613718412,0.3960000000000001,0.0285284710236868,0.0454545454545454,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.48111919234159617,411.5175
1 BHK,363.95,421.57,2,14,15,1,Semi-Furnished,1,2,0,0,2,Wooden,0,0,0,1,0,Stilt,1,Municipal,1302.06,Kothrud,411038,Society,1.75,7.24,1.24,1.34,16255.52,2800000.0,7693.364473141915,Owner,102,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0497482675446992,0.0484787333126358,0.0952380952380952,0.5263157894736842,0.75,1.0,1.0,0.2,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,1.0,0.0,1.0,0.0576044903185537,0.6607142857146755,0.2152777777777778,0.5852036575228594,0.3754512635379061,0.288,0.0903062869624195,0.9181818181818182,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.5806798055367148,363.95
2 BHK,768.36,898.67,3,13,10,1,Fully Furnished,0,2,2,1,3,Wooden,1,1,0,1,0,Covered,0,Municipal,2559.54,Hinjewadi,411057,Society,5.85,0.35,2.58,2.84,16988.95,10558270.73,13741.307108646988,Owner,42,3,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2432903250507293,0.2336308599813722,0.1428571428571428,0.4736842105263157,0.5,1.0,0.0,0.2,0.4,0.2,0.2222222222222222,1.0,1.0,0.0,1.0,0.0,0.0,0.2018830516175518,1.0,0.7847222222222222,0.0124688279301745,0.8592057761732853,0.8879999999999999,0.2771037152984111,0.3727272727272727,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,0.42352829903933753,384.18
1 BHK,412.12,495.2,0,13,7,1,Semi-Furnished,1,1,2,0,1,Vitrified,1,1,1,1,0,Not Specified,0,Tanker,2513.87,Kothrud,411038,Society,2.49,7.21,0.91,1.82,24240.04,4326051.19,10497.066849461324,Builder,33,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0728014089360235,0.0770529338714685,0.0,0.4736842105263157,0.35,1.0,1.0,0.0,0.4,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.1966430462937891,0.6607142857146755,0.3180555555555556,0.5827098919368245,0.2563176895306859,0.4800000000000001,0.1769010435648481,0.2909090909090909,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49688208240947407,412.12
3 BHK,669.23,815.36,10,16,5,1,Fully Furnished,1,4,2,1,4,Vitrified,1,1,0,0,1,Covered,0,Municipal,3334.48,Kharadi,411014,Society,4.63,1.02,1.86,1.95,39476.08,13723246.28,20506.023758647996,Broker,7,2,2,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1958488073815996,0.2013000620925178,0.4761904761904761,0.631578947368421,0.25,1.0,1.0,0.6000000000000001,0.4,0.2,0.3333333333333333,1.0,1.0,0.0,0.0,1.0,0.0,0.290796774534056,0.232142857143117,0.6152777777777778,0.0681629260182876,0.5992779783393503,0.532,0.4860372085783081,0.0545454545454545,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.5553076175112153,223.07666666666668
2 BHK,601.8,685.37,5,11,4,1,Fully Furnished,1,2,1,1,3,Vitrified,0,0,0,1,1,Bike,0,Municipal,1786.07,Nigdi,411044,Standalone,3.64,10.39,1.61,2.29,19369.41,4893774.4,8131.894981721503,Broker,27,3,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1635782380642443,0.1508537721204595,0.238095238095238,0.368421052631579,0.2,1.0,1.0,0.2,0.2,0.2,0.2222222222222222,0.0,0.0,0.0,1.0,1.0,0.0,0.1131379910138555,0.7678571428577925,0.4777777777777778,0.8470490440565253,0.5090252707581228,0.668,0.1038542839035032,0.2363636363636363,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.30819448765074275,300.9
2 BHK,646.92,712.96,8,8,13,1,Semi-Furnished,1,2,2,2,3,Vitrified,0,0,1,1,1,Bike,1,Tanker,3974.49,Koregaon Park,411001,Standalone,1.91,4.76,1.7,1.32,30827.15,7674336.31,11862.883061274964,Broker,32,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1851717140778743,0.1615608506674946,0.3809523809523809,0.2105263157894736,0.65,1.0,1.0,0.2,0.4,0.4,0.2222222222222222,0.0,0.0,1.0,1.0,1.0,1.0,0.3642291329150814,0.0,0.2375,0.3790523690773066,0.5415162454873647,0.28,0.2190874644969281,0.2818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6432027001528229,323.46
3 BHK,1022.9,1134.52,6,17,4,1,Unfurnished,0,3,2,2,4,Vitrified,0,0,0,0,0,Covered,0,Tanker,3055.46,Wakad,411057,Standalone,4.56,2.89,2.42,2.16,30062.27,4878611.84,4769.392746113989,Owner,42,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3651077759485432,0.3251591120769947,0.2857142857142857,0.6842105263157894,0.2,1.0,0.0,0.4000000000000001,0.4,0.4,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.2587830612553983,1.0,0.6055555555555555,0.2236076475477971,0.8014440433212996,0.6160000000000001,0.0,0.3727272727272727,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.35294117647058826,0.4850573071341674,340.96666666666664
2 BHK,594.46,704.38,5,13,10,1,Unfurnished,0,2,1,1,4,Wooden,0,1,0,1,1,Covered,1,Borewell,2683.04,Viman Nagar,411014,Standalone,2.45,4.34,2.0,1.48,28978.25,8868934.96,14919.313259092287,Owner,39,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1600654695815306,0.1582311393977026,0.238095238095238,0.4736842105263157,0.5,1.0,0.0,0.2,0.2,0.2,0.3333333333333333,0.0,1.0,0.0,1.0,1.0,1.0,0.2160529806187497,0.232142857143117,0.3125,0.3441396508728179,0.6498194945848376,0.344,0.3134882640650229,0.3454545454545454,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.38461538461538464,0.6132316195684961,297.23
2 BHK,670.8,765.02,12,13,10,1,Semi-Furnished,1,3,2,1,3,Marble,1,0,1,0,0,Not Specified,1,Corporation + Borewell,1169.61,Nigdi,411044,Society,4.27,11.52,1.78,2.58,12208.15,7614862.42,11351.911776982708,Owner,39,3,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1966001761170029,0.1817642036634585,0.5714285714285714,0.4736842105263157,0.5,1.0,1.0,0.4000000000000001,0.4,0.2,0.2222222222222222,1.0,0.0,1.0,0.0,0.0,1.0,0.0424076717257711,0.7678571428577925,0.5652777777777778,0.9409808811305068,0.5703971119133574,0.784,0.2033079782614335,0.3454545454545454,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9230769230769231,0.21803462056937128,335.4
2 BHK,586.61,666.23,5,15,4,1,Semi-Furnished,1,3,1,1,2,Wooden,1,1,0,0,1,Covered,1,Tanker,2302.53,Shivajinagar,411005,Society,2.02,6.1,1.01,1.24,20616.8,5801854.96,9890.480830534767,Owner,25,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1563086259045139,0.143425954672462,0.238095238095238,0.5789473684210527,0.2,1.0,1.0,0.4000000000000001,0.2,0.2,0.1111111111111111,1.0,1.0,0.0,0.0,1.0,1.0,0.1723946835803222,0.071428571429351,0.2527777777777777,0.4904405652535327,0.2924187725631769,0.248,0.1581695054710867,0.2181818181818181,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.6102725406077818,293.305
2 BHK,653.09,752.17,15,16,12,1,Unfurnished,0,2,2,0,3,Vitrified,1,1,0,1,1,Covered,1,Borewell,1522.74,Wakad,411057,Society,4.64,2.37,2.28,1.72,21671.19,4760616.05,7289.372138602642,Owner,3,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1881245453501283,0.176777398323502,0.7142857142857142,0.631578947368421,0.6000000000000001,1.0,0.0,0.2,0.4,0.0,0.2222222222222222,1.0,1.0,0.0,1.0,1.0,1.0,0.0829244897678196,1.0,0.6166666666666666,0.1803823773898586,0.7509025270758122,0.44,0.0778306403092519,0.0181818181818181,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9375,0.5426350496669385,326.545
1 BHK,400.55,462.9,20,20,11,1,Semi-Furnished,1,1,2,0,1,Granite,1,1,0,0,0,Covered,0,Municipal,2899.92,Aundh,411007,Society,3.55,5.28,1.56,1.66,12934.84,3507038.26,8755.556759455747,Broker,18,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067264252077032,0.0645180068301769,0.9523809523809524,0.8421052631578947,0.55,1.0,1.0,0.0,0.4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2409369822525942,0.107142857143117,0.4652777777777778,0.4222776392352452,0.4909747292418772,0.416,0.1231185997180756,0.1545454545454545,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5188312408263349,400.55
3 BHK,1178.62,1406.11,10,13,4,1,Fully Furnished,1,4,1,1,5,Granite,0,1,0,1,0,Covered,0,Municipal,3718.07,Viman Nagar,411014,Society,1.8,5.42,2.07,1.65,55863.62,12855655.05,10907.37901104682,Owner,13,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4396320686090585,0.4305572803477182,0.4761904761904761,0.4736842105263157,0.2,1.0,1.0,0.6000000000000001,0.2,0.2,0.4444444444444445,0.0,1.0,0.0,1.0,0.0,0.0,0.3348084592755093,0.232142857143117,0.2222222222222222,0.4339152119700747,0.6750902527075812,0.412,0.1895759027571016,0.109090909090909,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7692307692307693,0.5949126921122014,392.8733333333333
2 BHK,622.69,698.97,2,11,9,1,Fully Furnished,1,2,2,2,4,Ceramic,0,0,1,1,1,Open,1,Tanker,3026.06,Baner,411045,Standalone,3.11,3.73,2.19,2.15,45176.87,14420601.49,23158.55640848576,Broker,40,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1735757494544201,0.1561316361378454,0.0952380952380952,0.368421052631579,0.45,1.0,1.0,0.2,0.4,0.4,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,1.0,0.2554098149992427,0.7857142857146755,0.4041666666666667,0.2934330839567747,0.7184115523465704,0.612,0.5679635969198343,0.3545454545454545,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.5285464768498294,311.345
3 BHK,845.23,1030.24,7,13,10,1,Unfurnished,1,3,2,1,3,Granite,1,1,1,0,0,Covered,1,Corporation + Borewell,1478.93,Hadapsar,411028,Society,4.9,2.3,1.96,1.71,20262.19,8853165.03,10474.267394673638,Broker,35,3,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2800786783567518,0.2846903135672152,0.3333333333333333,0.4736842105263157,0.5,1.0,1.0,0.4000000000000001,0.4,0.2,0.2222222222222222,1.0,1.0,1.0,0.0,0.0,1.0,0.0778978939010789,0.482142857143117,0.6527777777777778,0.1745635910224438,0.6353790613718412,0.436,0.1762002478265758,0.3090909090909091,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5384615384615384,0.5338995908292719,281.74333333333334
1 RK,405.57,439.85,13,13,13,1,Unfurnished,1,1,1,0,2,Granite,1,1,0,1,0,Stilt,1,Corporation + Borewell,800.0,Hinjewadi,411057,Society,5.91,1.41,2.12,2.53,10698.67,2994616.49,7383.7228838424935,Owner,20,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0696667177150733,0.055572803477181,0.6190476190476191,0.4736842105263157,0.65,1.0,1.0,0.0,0.2,0.0,0.1111111111111111,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.7930555555555556,0.1005818786367414,0.6931407942238268,0.764,0.0807459382261992,0.1727272727272727,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.42505454854187485,405.57
1 BHK,347.17,409.71,14,16,6,1,Semi-Furnished,1,1,2,0,1,Marble,1,1,0,1,0,Covered,1,Tanker,2468.065,Kharadi,411014,Society,4.04,2.17,2.31,2.33,12003.59,4352449.25,12536.93939568511,Broker,14,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0417177150733182,0.043876125426886,0.6666666666666666,0.631578947368421,0.3,1.0,1.0,0.0,0.4,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.1913875515739521,0.232142857143117,0.5333333333333333,0.1637572734829592,0.7617328519855596,0.684,0.2399044026897708,0.1181818181818181,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.5099422131106515,347.17
3 BHK,823.72,898.4,7,19,12,1,Unfurnished,1,4,3,1,5,Vitrified,1,1,0,0,0,Stilt,0,Borewell,3013.58,Wakad,411057,Society,4.63,2.32,2.43,2.21,11125.47,4565987.77,5543.130881853056,Owner,47,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2697844481029136,0.2335260788574977,0.3333333333333333,0.7894736842105263,0.6000000000000001,1.0,1.0,0.6000000000000001,0.6000000000000001,0.2,0.4444444444444445,1.0,1.0,0.0,0.0,0.0,0.0,0.2539779063843848,1.0,0.6152777777777778,0.1762261014131338,0.8050541516245489,0.636,0.0238984009873529,0.4181818181818181,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3684210526315789,0.4920978419138681,274.5733333333333
3 BHK,845.11,978.96,14,16,7,1,Fully Furnished,1,3,3,1,4,Marble,0,0,0,0,0,Open,0,Borewell,1123.32,Pune Camp,411001,Standalone,2.54,5.23,1.36,1.51,23612.75,9222510.6,10912.79312752186,Broker,56,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2800212488992687,0.2647896615957777,0.6666666666666666,0.631578947368421,0.35,1.0,1.0,0.4000000000000001,0.6000000000000001,0.2,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0370965299163343,0.0,0.325,0.4181213632585203,0.4187725631768954,0.3560000000000001,0.1897442296312128,0.4999999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.875,0.5817151464943779,281.7033333333333
2 BHK,550.97,681.74,12,14,12,1,Fully Furnished,1,2,1,2,3,Vitrified,0,0,1,1,1,Open,1,Tanker,1899.92,Kalyani Nagar,411006,Standalone,3.02,4.78,1.72,1.62,27142.35,14594674.61,26489.054957620196,Builder,15,1,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1392520770320456,0.1494450481217014,0.5714285714285714,0.5263157894736842,0.6000000000000001,1.0,1.0,0.2,0.2,0.4,0.2222222222222222,0.0,0.0,1.0,1.0,1.0,1.0,0.1262007150364173,0.089285714286234,0.3916666666666666,0.3807148794679966,0.5487364620938628,0.4000000000000001,0.6708212004146091,0.1272727272727272,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.5606063104427781,275.485
2 BHK,644.86,769.36,11,16,6,1,Semi-Furnished,1,3,2,1,2,Ceramic,0,0,1,1,1,Covered,0,Municipal,3157.44,Kothrud,411038,Society,3.16,7.84,1.01,0.87,30775.39,5874771.16,9110.149737927612,Owner,5,2,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1841858417244151,0.1834484632101832,0.5238095238095237,0.631578947368421,0.3,1.0,1.0,0.4000000000000001,0.4,0.2,0.1111111111111111,0.0,0.0,1.0,1.0,1.0,0.0,0.270483865786104,0.6607142857146755,0.4111111111111111,0.6350789692435577,0.2924187725631769,0.1,0.13406942109145,0.0363636363636363,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6875,0.5510267374739983,322.43
2 BHK,544.68,674.61,13,16,18,1,Unfurnished,0,3,2,1,3,Wooden,1,1,0,1,0,Open,0,Tanker,1835.55,Wakad,411057,Society,5.42,1.99,1.85,2.22,13489.32,2800000.0,5140.633032239113,Owner,20,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1362418163023086,0.1466780502949395,0.6190476190476191,0.631578947368421,0.9,1.0,0.0,0.4000000000000001,0.4,0.2,0.2222222222222222,1.0,1.0,0.0,1.0,0.0,0.0,0.1188151415157119,1.0,0.725,0.1487946799667497,0.5956678700361011,0.6400000000000001,0.0114656854085,0.1727272727272727,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8125,0.4644381566294894,272.34
2 BHK,496.42,567.11,5,11,8,1,Fully Furnished,1,2,2,1,3,Wooden,1,1,1,0,0,Covered,1,Municipal,2224.09,Viman Nagar,411014,Society,2.19,4.84,1.72,1.56,26055.94,6001886.23,12090.33928931147,Broker,25,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.113145602817872,0.1049596398633964,0.238095238095238,0.368421052631579,0.4,1.0,1.0,0.2,0.4,0.2,0.2222222222222222,1.0,1.0,1.0,0.0,0.0,1.0,0.1633947707798854,0.232142857143117,0.2763888888888889,0.3857024106400664,0.5487364620938628,0.3760000000000001,0.2261133355653374,0.2181818181818181,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.45454545454545453,0.602768631264134,248.21
3 BHK,926.51,1064.05,15,15,16,1,Fully Furnished,1,4,2,2,5,Wooden,0,0,1,1,0,Covered,0,Corporation + Borewell,3529.43,Kalyani Nagar,411006,Standalone,3.05,3.8,1.69,1.44,43063.32,12561362.11,13557.71886973697,Broker,16,1,2,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3189775642252766,0.2978112387457312,0.7142857142857142,0.5789473684210527,0.8,1.0,1.0,0.6000000000000001,0.4,0.4,0.4444444444444445,0.0,0.0,1.0,1.0,0.0,0.0,0.3131646098278497,0.089285714286234,0.3958333333333333,0.2992518703241895,0.5379061371841155,0.3279999999999999,0.2714334160657347,0.1363636363636363,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6051960036015638,308.83666666666664
3 BHK,1403.39,1616.08,3,6,8,1,Semi-Furnished,1,3,4,2,5,Wooden,1,1,1,0,1,Covered,0,Tanker,5296.36,Aundh,411007,Society,3.48,3.28,1.73,1.6,58078.07,11570402.42,8244.609424322533,Builder,13,2,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5472022282629505,0.5120420676808446,0.1428571428571428,0.1052631578947368,0.4,1.0,1.0,0.4000000000000001,0.8,0.4,0.4444444444444445,1.0,1.0,1.0,0.0,1.0,0.0,0.5158955624601291,0.107142857143117,0.4555555555555555,0.256026600166251,0.5523465703971119,0.3920000000000001,0.1073350983461344,0.109090909090909,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.582905416266005,467.7966666666667
3 BHK,1113.49,1320.16,14,14,13,1,Unfurnished,1,4,3,2,5,Not Specified,0,0,1,0,0,Covered,0,Borewell,4747.62,Wakad,411057,Standalone,4.03,3.47,1.74,2.23,19605.07,5563101.41,4996.094630396322,Owner,98,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4084622305601287,0.3972019559143124,0.6666666666666666,0.5263157894736842,0.65,1.0,1.0,0.6000000000000001,0.6000000000000001,0.4,0.4444444444444445,0.0,0.0,1.0,0.0,0.0,0.0,0.4529351831879242,1.0,0.5319444444444444,0.2718204488778055,0.555956678700361,0.644,0.0070030156763281,0.8818181818181818,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.48564442642529315,371.16333333333336
3 BHK,740.75,910.11,1,10,1,1,Semi-Furnished,1,4,2,3,3,Ceramic,1,1,1,1,1,Covered,0,Not Specified,4042.4,Baner,411045,Society,2.52,4.41,1.57,2.2,39075.99,11754806.72,15868.790712116099,Not Specified,8,1,1,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2300767640415023,0.2380704750077616,0.0476190476190476,0.3157894736842105,0.05,1.0,1.0,0.6000000000000001,0.4,0.6000000000000001,0.2222222222222222,1.0,1.0,1.0,1.0,1.0,0.0,0.372020872821732,0.7857142857146755,0.3222222222222222,0.3499584372402327,0.4945848375451264,0.6320000000000001,0.3428157472416012,0.0636363636363636,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.531247512686597,246.91666666666666
4 BHK,1380.47,1594.93,7,18,5,1,Semi-Furnished,1,4,4,3,7,Vitrified,1,1,0,1,0,Covered,0,Not Specified,2843.68,Hadapsar,411028,Society,5.62,1.12,1.99,1.6,41829.5,8934137.14,6471.808253710693,Broker,20,3,1,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5362332018836863,0.5038342129773363,0.3333333333333333,0.7368421052631579,0.25,1.0,1.0,0.6000000000000001,0.8,0.6000000000000001,0.6666666666666665,1.0,1.0,0.0,1.0,0.0,0.0,0.2344842145843563,0.482142857143117,0.7527777777777778,0.0764754779717373,0.6462093862815884,0.3920000000000001,0.0525803737659632,0.1727272727272727,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3888888888888889,0.5453806470159699,345.1175
1 BHK,382.03,465.57,2,15,13,1,Semi-Furnished,1,1,1,0,1,Marble,1,1,0,0,1,Open,1,Municipal,800.0,Shivajinagar,411005,Society,0.87,5.54,0.64,1.46,13877.72,3216599.07,8419.755176295055,Owner,19,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0584009724721466,0.0655541757218255,0.0952380952380952,0.5789473684210527,0.65,1.0,1.0,0.0,0.2,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.071428571429351,0.0930555555555555,0.4438902743142144,0.1588447653429602,0.3359999999999999,0.1127471934196237,0.1636363636363636,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.13333333333333333,0.6538330833506631,382.03
4 BHK,1701.88,1910.24,14,16,10,1,Unfurnished,1,4,4,2,5,Granite,1,1,0,0,0,Covered,1,Municipal,2092.91,Hinjewadi,411057,Society,5.71,0.64,2.07,2.73,29322.83,21289880.97,12509.625220344558,Owner,23,3,0,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6900532179639345,0.6261991617510092,0.6666666666666666,0.631578947368421,0.5,1.0,1.0,0.6000000000000001,0.8,0.4,0.4444444444444445,1.0,1.0,0.0,0.0,0.0,1.0,0.1483436672464672,1.0,0.7652777777777778,0.0365752285951787,0.6750902527075812,0.8440000000000001,0.2390621506059149,0.1999999999999999,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.4336826810457227,425.47
