bhk_type,carpet_area_sqft,super_built_up_area_sqft,floor_number,total_floors,building_age_years,lift_available,furnishing_status,modular_kitchen,bathrooms,balconies,ac_units,wardrobes,flooring_type,gated_community,security,clubhouse,gym,swimming_pool,parking_type,power_backup,water_supply,maintenance_charges,locality,pin_code,society_type,distance_to_metro_km,distance_to_it_park_km,distance_to_school_km,distance_to_hospital_km,rental_price,purchase_price,price_per_sqft,brokerage_type,days_since_listed,locality_tier,furnishing_status_encoded,bhk_number,bhk_type_encoded,locality_Aundh,locality_Baner,locality_Hadapsar,locality_Hinjewadi,locality_Kalyani Nagar,locality_Kharadi,locality_Koregaon Park,locality_Kothrud,locality_Magarpatta,locality_Nigdi,locality_Pimple Saudagar,locality_Pune Camp,locality_Shivajinagar,locality_Viman Nagar,locality_Wakad,norm_carpet_area_sqft,norm_super_built_up_area_sqft,norm_floor_number,norm_total_floors,norm_building_age_years,norm_lift_available,norm_modular_kitchen,norm_bathrooms,norm_balconies,norm_ac_units,norm_wardrobes,norm_gated_community,norm_security,norm_clubhouse,norm_gym,norm_swimming_pool,norm_power_backup,norm_maintenance_charges,norm_pin_code,norm_distance_to_metro_km,norm_distance_to_it_park_km,norm_distance_to_school_km,norm_distance_to_hospital_km,norm_price_per_sqft,norm_days_since_listed,norm_locality_tier,norm_locality_Aundh,norm_locality_Baner,norm_locality_Hadapsar,norm_locality_Hinjewadi,norm_locality_Kalyani Nagar,norm_locality_Kharadi,norm_locality_Koregaon Park,norm_locality_Kothrud,norm_locality_Magarpatta,norm_locality_Nigdi,norm_locality_Pimple Saudagar,norm_locality_Pune Camp,norm_locality_Shivajinagar,norm_locality_Viman Nagar,norm_locality_Wakad
2 BHK,653.09,752.17,15,16,12,1,Unfurnished,0,2,2,0,3,Vitrified,1,1,0,1,1,Covered,1,Borewell,1522.74,Wakad,411057,Society,4.64,2.37,2.28,1.72,21671.19,4760616.05,7289.33,Owner,3,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1881245453501283,0.17677739832350203,0.7142857142857142,0.631578947368421,0.6000000000000001,1.0,0.0,0.2,0.4,0.0,0.2222222222222222,1.0,1.0,0.0,1.0,1.0,1.0,0.08292448976781969,1.0,0.6166666666666666,0.18038237738985868,0.7509025270758122,0.44000000000000006,0.07783064030925199,0.01818181818181818,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1 BHK,400.55,462.9,20,20,11,1,Semi-Furnished,1,1,2,0,1,Granite,1,1,0,0,0,Covered,0,Municipal,2899.92,Aundh,411007,Society,3.55,5.28,1.56,1.66,12934.84,3507038.26,8755.64,Broker,18,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06726425207703206,0.06451800683017697,0.9523809523809523,0.8421052631578947,0.55,1.0,1.0,0.0,0.4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2409369822525942,0.107142857143117,0.4652777777777778,0.4222776392352452,0.49097472924187724,0.41600000000000004,0.12311859971807568,0.15454545454545454,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3 BHK,1178.62,1406.11,10,13,4,1,Fully Furnished,1,4,1,1,5,Granite,0,1,0,1,0,Covered,0,Municipal,3718.07,Viman Nagar,411014,Society,1.8,5.42,2.07,1.65,55863.62,12855655.05,10907.36,Owner,13,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4396320686090585,0.4305572803477182,0.47619047619047616,0.4736842105263157,0.2,1.0,1.0,0.6000000000000001,0.2,0.2,0.4444444444444445,0.0,1.0,0.0,1.0,0.0,0.0,0.33480845927550934,0.232142857143117,0.2222222222222222,0.43391521197007477,0.6750902527075812,0.41200000000000003,0.1895759027571016,0.10909090909090909,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2 BHK,622.69,698.97,2,11,9,1,Fully Furnished,1,2,2,2,4,Ceramic,0,0,1,1,1,Open,1,Tanker,3026.06,Baner,411045,Standalone,3.11,3.73,2.19,2.15,45176.87,14420601.49,23158.6,Broker,40,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17357574945442017,0.15613163613784542,0.09523809523809523,0.368421052631579,0.45,1.0,1.0,0.2,0.4,0.4,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,1.0,0.25540981499924276,0.7857142857146755,0.4041666666666667,0.2934330839567747,0.7184115523465704,0.612,0.5679635969198343,0.35454545454545455,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3 BHK,845.23,1030.24,7,13,10,1,Unfurnished,1,3,2,1,3,Granite,1,1,1,0,0,Covered,1,Corporation + Borewell,1478.93,Hadapsar,411028,Society,4.9,2.3,1.96,1.71,20262.19,8853165.03,10474.29,Broker,35,3,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2800786783567518,0.2846903135672152,0.3333333333333333,0.4736842105263157,0.5,1.0,1.0,0.4000000000000001,0.4,0.2,0.2222222222222222,1.0,1.0,1.0,0.0,0.0,1.0,0.07789789390107899,0.482142857143117,0.6527777777777778,0.17456359102244384,0.6353790613718412,0.43600000000000005,0.1762002478265758,0.3090909090909091,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 RK,405.57,439.85,13,13,13,1,Unfurnished,1,1,1,0,2,Granite,1,1,0,1,0,Stilt,1,Corporation + Borewell,800.0,Hinjewadi,411057,Society,5.91,1.41,2.12,2.53,10698.67,2994616.49,7383.72,Owner,20,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.06966671771507331,0.05557280347718102,0.6190476190476191,0.4736842105263157,0.65,1.0,1.0,0.0,0.2,0.0,0.1111111111111111,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.7930555555555556,0.10058187863674146,0.6931407942238268,0.764,0.08074593822619922,0.17272727272727273,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 BHK,347.17,409.71,14,16,6,1,Semi-Furnished,1,1,2,0,1,Marble,1,1,0,1,0,Covered,1,Tanker,2468.0649999999996,Kharadi,411014,Society,4.04,2.17,2.31,2.33,12003.59,4352449.25,12536.87,Broker,14,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.04171771507331827,0.04387612542688607,0.6666666666666666,0.631578947368421,0.30000000000000004,1.0,1.0,0.0,0.4,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.1913875515739521,0.232142857143117,0.5333333333333333,0.16375727348295924,0.7617328519855596,0.684,0.23990440268977084,0.11818181818181817,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3 BHK,823.72,898.4,7,19,12,1,Unfurnished,1,4,3,1,5,Vitrified,1,1,0,0,0,Stilt,0,Borewell,3013.58,Wakad,411057,Society,4.63,2.32,2.43,2.21,11125.47,4565987.77,5543.14,Owner,47,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2697844481029136,0.2335260788574977,0.3333333333333333,0.7894736842105263,0.6000000000000001,1.0,1.0,0.6000000000000001,0.6000000000000001,0.2,0.4444444444444445,1.0,1.0,0.0,0.0,0.0,0.0,0.25397790638438483,1.0,0.6152777777777778,0.1762261014131338,0.8050541516245489,0.636,0.023898400987352963,0.41818181818181815,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3 BHK,845.11,978.96,14,16,7,1,Fully Furnished,1,3,3,1,4,Marble,0,0,0,0,0,Open,0,Borewell,1123.32,Pune Camp,411001,Standalone,2.54,5.23,1.36,1.51,23612.75,9222510.6,10912.81,Broker,56,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2800212488992687,0.26478966159577777,0.6666666666666666,0.631578947368421,0.35000000000000003,1.0,1.0,0.4000000000000001,0.6000000000000001,0.2,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0370965299163343,0.0,0.325,0.41812136325852034,0.4187725631768954,0.3560000000000001,0.18974422963121282,0.49999999999999994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2 BHK,550.97,681.74,12,14,12,1,Fully Furnished,1,2,1,2,3,Vitrified,0,0,1,1,1,Open,1,Tanker,1899.92,Kalyani Nagar,411006,Standalone,3.02,4.78,1.72,1.62,27142.35,14594674.61,26488.87,Builder,15,1,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.13925207703204562,0.1494450481217014,0.5714285714285714,0.5263157894736842,0.6000000000000001,1.0,1.0,0.2,0.2,0.4,0.2222222222222222,0.0,0.0,1.0,1.0,1.0,1.0,0.1262007150364173,0.089285714286234,0.39166666666666666,0.38071487946799665,0.5487364620938628,0.40000000000000013,0.6708212004146091,0.12727272727272726,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 BHK,644.86,769.36,11,16,6,1,Semi-Furnished,1,3,2,1,2,Ceramic,0,0,1,1,1,Covered,0,Municipal,3157.44,Kothrud,411038,Society,3.16,7.84,1.01,0.87,30775.39,5874771.16,9110.2,Owner,5,2,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.18418584172441516,0.1834484632101832,0.5238095238095237,0.631578947368421,0.30000000000000004,1.0,1.0,0.4000000000000001,0.4,0.2,0.1111111111111111,0.0,0.0,1.0,1.0,1.0,0.0,0.27048386578610406,0.6607142857146755,0.41111111111111115,0.6350789692435577,0.2924187725631769,0.10000000000000003,0.13406942109145,0.03636363636363636,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 BHK,544.68,674.61,13,16,18,1,Unfurnished,0,3,2,1,3,Wooden,1,1,0,1,0,Open,0,Tanker,1835.55,Wakad,411057,Society,5.42,1.99,1.85,2.22,13489.32,2800000.0,5140.6,Owner,20,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.13624181630230864,0.14667805029493952,0.6190476190476191,0.631578947368421,0.9,1.0,0.0,0.4000000000000001,0.4,0.2,0.2222222222222222,1.0,1.0,0.0,1.0,0.0,0.0,0.11881514151571199,1.0,0.725,0.14879467996674978,0.5956678700361011,0.6400000000000001,0.011465685408500015,0.17272727272727273,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2 BHK,496.42,567.11,5,11,8,1,Fully Furnished,1,2,2,1,3,Wooden,1,1,1,0,0,Covered,1,Municipal,2224.09,Viman Nagar,411014,Society,2.19,4.84,1.72,1.56,26055.94,6001886.23,12090.35,Broker,25,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.11314560281787207,0.10495963986339649,0.23809523809523808,0.368421052631579,0.4,1.0,1.0,0.2,0.4,0.2,0.2222222222222222,1.0,1.0,1.0,0.0,0.0,1.0,0.1633947707798854,0.232142857143117,0.2763888888888889,0.38570241064006644,0.5487364620938628,0.3760000000000001,0.22611333556533744,0.21818181818181817,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3 BHK,926.51,1064.05,15,15,16,1,Fully Furnished,1,4,2,2,5,Wooden,0,0,1,1,0,Covered,0,Corporation + Borewell,3529.43,Kalyani Nagar,411006,Standalone,3.05,3.8,1.69,1.44,43063.32,12561362.11,13557.7,Broker,16,1,2,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3189775642252766,0.2978112387457312,0.7142857142857142,0.5789473684210527,0.8,1.0,1.0,0.6000000000000001,0.4,0.4,0.4444444444444445,0.0,0.0,1.0,1.0,0.0,0.0,0.3131646098278497,0.089285714286234,0.3958333333333333,0.2992518703241895,0.5379061371841155,0.32799999999999996,0.2714334160657347,0.13636363636363635,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3 BHK,1403.39,1616.08,3,6,8,1,Semi-Furnished,1,3,4,2,5,Wooden,1,1,1,0,1,Covered,0,Tanker,5296.36,Aundh,411007,Society,3.48,3.28,1.73,1.6,58078.07,11570402.42,8244.61,Builder,13,2,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5472022282629505,0.5120420676808446,0.14285714285714285,0.10526315789473684,0.4,1.0,1.0,0.4000000000000001,0.8,0.4,0.4444444444444445,1.0,1.0,1.0,0.0,1.0,0.0,0.5158955624601291,0.107142857143117,0.45555555555555555,0.256026600166251,0.5523465703971119,0.3920000000000001,0.10733509834613444,0.10909090909090909,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3 BHK,1113.49,1320.16,14,14,13,1,Unfurnished,1,4,3,2,5,Not Specified,0,0,1,0,0,Covered,0,Borewell,4747.62,Wakad,411057,Standalone,4.03,3.47,1.74,2.23,19605.07,5563101.41,4996.11,Owner,98,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4084622305601287,0.39720195591431245,0.6666666666666666,0.5263157894736842,0.65,1.0,1.0,0.6000000000000001,0.6000000000000001,0.4,0.4444444444444445,0.0,0.0,1.0,0.0,0.0,0.0,0.4529351831879242,1.0,0.5319444444444444,0.2718204488778055,0.555956678700361,0.644,0.007003015676328106,0.8818181818181818,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3 BHK,740.75,910.11,1,10,1,1,Semi-Furnished,1,4,2,3,3,Ceramic,1,1,1,1,1,Covered,0,Not Specified,4042.4,Baner,411045,Society,2.52,4.41,1.57,2.2,39075.99,11754806.72,15868.88,Not Specified,8,1,1,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23007676404150235,0.23807047500776163,0.047619047619047616,0.3157894736842105,0.05,1.0,1.0,0.6000000000000001,0.4,0.6000000000000001,0.2222222222222222,1.0,1.0,1.0,1.0,1.0,0.0,0.372020872821732,0.7857142857146755,0.32222222222222224,0.34995843724023273,0.4945848375451264,0.6320000000000001,0.34281574724160124,0.06363636363636363,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4 BHK,1380.47,1594.93,7,18,5,1,Semi-Furnished,1,4,4,3,7,Vitrified,1,1,0,1,0,Covered,0,Not Specified,2843.68,Hadapsar,411028,Society,5.62,1.12,1.99,1.6,41829.5,8934137.14,6471.79,Broker,20,3,1,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5362332018836863,0.5038342129773363,0.3333333333333333,0.7368421052631579,0.25,1.0,1.0,0.6000000000000001,0.8,0.6000000000000001,0.6666666666666665,1.0,1.0,0.0,1.0,0.0,0.0,0.23448421458435637,0.482142857143117,0.7527777777777778,0.07647547797173732,0.6462093862815884,0.3920000000000001,0.05258037376596328,0.17272727272727273,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 BHK,382.03,465.57,2,15,13,1,Semi-Furnished,1,1,1,0,1,Marble,1,1,0,0,1,Open,1,Municipal,800.0,Shivajinagar,411005,Society,0.87,5.54,0.64,1.46,13877.72,3216599.07,8419.84,Owner,19,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.05840097247214669,0.06555417572182554,0.09523809523809523,0.5789473684210527,0.65,1.0,1.0,0.0,0.2,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.071428571429351,0.09305555555555556,0.4438902743142144,0.15884476534296027,0.33599999999999997,0.11274719341962378,0.16363636363636364,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4 BHK,1701.88,1910.24,14,16,10,1,Unfurnished,1,4,4,2,5,Granite,1,1,0,0,0,Covered,1,Municipal,2092.91,Hinjewadi,411057,Society,5.71,0.64,2.07,2.73,29322.83,21289880.97,12509.6,Owner,23,3,0,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6900532179639345,0.6261991617510092,0.6666666666666666,0.631578947368421,0.5,1.0,1.0,0.6000000000000001,0.8,0.4,0.4444444444444445,1.0,1.0,0.0,0.0,0.0,1.0,0.14834366724646725,1.0,0.7652777777777778,0.03657522859517871,0.6750902527075812,0.8440000000000001,0.23906215060591499,0.19999999999999998,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 BHK,409.95,515.73,2,15,14,1,Unfurnished,0,2,2,0,1,Marble,1,1,0,0,1,Bike,0,Tanker,2021.51,Hinjewadi,411057,Society,6.4,0.98,2.56,2.67,7500.0,3188213.3,7776.99,Owner,30,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.07176289291320494,0.08502018006830181,0.09523809523809523,0.5789473684210527,0.7000000000000001,1.0,0.0,0.2,0.4,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.14015149776723224,1.0,0.8611111111111112,0.06483790523690772,0.851985559566787,0.8200000000000001,0.09289234369073815,0.2636363636363636,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 RK,470.36,530.67,2,12,9,1,Fully Furnished,1,1,2,0,1,Marble,1,0,1,1,0,Covered,1,Borewell,1418.38,Aundh,411007,Standalone,3.25,4.68,2.04,1.88,24767.47,8504634.57,18080.97,Broker,8,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10067383896780123,0.09081806892269481,0.09523809523809523,0.42105263157894735,0.45,1.0,1.0,0.0,0.4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0709506129211395,0.107142857143117,0.4236111111111111,0.3724023275145469,0.6642599277978339,0.504,0.41113761787514047,0.06363636363636363,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 RK,511.15,613.21,8,14,4,1,Fully Furnished,1,1,1,0,1,Vitrified,1,1,0,0,0,Not Specified,1,Municipal,1582.9,Kothrud,411038,Standalone,2.06,7.35,1.27,1.21,15214.17,5830482.21,11406.71,Owner,35,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.12019506872391746,0.12285004656938844,0.38095238095238093,0.5263157894736842,0.2,1.0,1.0,0.0,0.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.08982702360354491,0.6607142857146755,0.25833333333333336,0.5943474646716541,0.3862815884476534,0.236,0.2049986595621401,0.3090909090909091,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 BHK,320.76,389.21,2,12,10,1,Semi-Furnished,1,2,1,0,2,Vitrified,1,1,0,0,0,Stilt,1,Municipal,800.0,Wakad,411057,Society,5.55,4.24,2.07,2.04,7500.0,2800000.0,8729.38,Owner,20,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.029078448638921853,0.03592052157714995,0.09523809523809523,0.42105263157894735,0.5,1.0,1.0,0.2,0.2,0.0,0.1111111111111111,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.7430555555555556,0.33582709891936824,0.6750902527075812,0.5680000000000001,0.12230754215584413,0.17272727272727273,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3 BHK,916.21,1092.25,7,13,2,1,Fully Furnished,1,4,3,1,4,Not Specified,1,1,1,0,0,Stilt,1,Municipal,4149.97,Aundh,411007,Standalone,3.27,3.88,1.81,1.8,29166.55,20001084.41,21830.28,Broker,45,2,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3140482024579808,0.3087550450170755,0.3333333333333333,0.4736842105263157,0.1,1.0,1.0,0.6000000000000001,0.6000000000000001,0.2,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,1.0,0.3843630530861762,0.107142857143117,0.4263888888888889,0.30590191188694926,0.5812274368231047,0.4720000000000001,0.526937550420848,0.39999999999999997,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 BHK,630.23,722.84,11,12,12,1,Semi-Furnished,1,2,2,0,3,Vitrified,0,0,0,0,1,Not Specified,0,Municipal,2203.18,Aundh,411007,Society,3.38,4.29,1.5,1.46,20850.47,8368023.93,13277.73,Owner,51,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17718423369960568,0.16539506364483086,0.5238095238095237,0.42105263157894735,0.6000000000000001,1.0,1.0,0.2,0.4,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,1.0,0.0,0.1609956354323951,0.107142857143117,0.44166666666666665,0.33998337489609304,0.4693140794223827,0.33599999999999997,0.26278635644281145,0.45454545454545453,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3 BHK,1355.79,1653.12,7,8,4,1,Semi-Furnished,0,4,3,2,4,Vitrified,1,1,0,0,0,Open,1,Borewell,5668.8,Aundh,411007,Society,3.51,3.42,1.13,1.4,68213.3,13633672.47,10055.9,Owner,30,2,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5244218767946706,0.5264164855634896,0.3333333333333333,0.21052631578947367,0.2,1.0,0.0,0.6000000000000001,0.6000000000000001,0.4,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,1.0,0.5586279378221222,0.107142857143117,0.4597222222222222,0.2676641729010806,0.335740072202166,0.31199999999999994,0.1632779944578763,0.2636363636363636,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 RK,415.96,492.35,0,11,5,1,Semi-Furnished,1,1,1,0,1,Vitrified,1,1,0,1,0,Open,1,Municipal,3291.28,Kharadi,411014,Society,3.99,1.81,1.87,2.13,17135.64,5144276.24,12367.31,Owner,41,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.07463915157548144,0.0759469108972369,0.0,0.368421052631579,0.25,1.0,1.0,0.0,0.2,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.28584016779031723,0.232142857143117,0.5263888888888889,0.1338320864505403,0.6028880866425993,0.604,0.23466742933668713,0.3636363636363636,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 BHK,595.72,719.05,13,14,14,1,Fully Furnished,1,2,3,1,3,Vitrified,1,1,1,1,0,Covered,0,Not Specified,1572.12,Wakad,411057,Society,4.09,3.1,1.92,2.33,25376.13,7096387.46,11912.34,Owner,31,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.16066847888510283,0.16392424712822107,0.6190476190476191,0.5263157894736842,0.7000000000000001,1.0,1.0,0.2,0.6000000000000001,0.2,0.2222222222222222,1.0,1.0,1.0,1.0,0.0,0.0,0.0885901666429545,1.0,0.5402777777777777,0.24106400665004152,0.6209386281588447,0.684,0.22061537834321884,0.2727272727272727,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2 BHK,834.02,1051.94,5,6,8,1,Semi-Furnished,1,3,2,1,2,Not Specified,0,0,0,0,0,Bike,0,Borewell,1727.77,Hadapsar,411028,Standalone,5.38,2.66,2.68,1.76,17015.54,6001483.64,7195.87,Broker,14,3,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.27471380987020944,0.29311161130083835,0.23809523809523808,0.10526315789473684,0.4,1.0,1.0,0.4000000000000001,0.4,0.2,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.10644886663515243,0.482142857143117,0.7194444444444444,0.20448877805486282,0.8953068592057762,0.45600000000000007,0.07494406606073112,0.11818181818181817,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4 BHK,1362.91,1491.86,5,11,6,1,Unfurnished,0,5,5,2,8,Granite,1,1,0,0,0,Covered,0,Corporation + Borewell,4224.33,Wakad,411057,Society,4.87,2.4,1.79,2.3,34826.55,9170945.61,6728.96,Owner,22,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5278293579386655,0.46383498913380944,0.23809523809523808,0.368421052631579,0.30000000000000004,1.0,0.0,0.8,1.0,0.4,0.7777777777777777,1.0,1.0,0.0,0.0,0.0,0.0,0.39289484191637103,1.0,0.6486111111111111,0.18287614297589358,0.5740072202166066,0.6719999999999999,0.060523240227466774,0.1909090909090909,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3 BHK,559.18,673.6,14,16,5,1,Unfurnished,1,4,4,2,3,Granite,1,1,0,0,0,Covered,0,Corporation + Borewell,1912.79,Pune Camp,411001,Society,3.06,5.19,1.01,1.6,13182.63,6082989.61,10878.45,Builder,38,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.1431812090815115,0.14628609127600128,0.6666666666666666,0.631578947368421,0.25,1.0,1.0,0.6000000000000001,0.8,0.4,0.2222222222222222,1.0,1.0,0.0,0.0,0.0,0.0,0.1276773707954895,0.0,0.39722222222222225,0.4147963424771405,0.2924187725631769,0.3920000000000001,0.1886829981826875,0.33636363636363636,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2 BHK,591.08,717.53,0,17,10,1,Fully Furnished,1,4,2,1,3,Wooden,1,1,0,1,0,Covered,1,Corporation + Borewell,1383.46,Wakad,411057,Society,4.14,3.96,1.84,2.44,19887.59,4609014.96,7797.64,Owner,28,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.15844787319575787,0.1633343682086309,0.0,0.6842105263157894,0.5,1.0,1.0,0.6000000000000001,0.4,0.2,0.2222222222222222,1.0,1.0,0.0,1.0,0.0,1.0,0.06694402246995057,1.0,0.5472222222222222,0.31255195344970904,0.5920577617328521,0.728,0.09353013267246249,0.24545454545454543,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
