listing_id,source,listing_url,bhk_type,carpet_area_sqft,super_built_up_area_sqft,floor_number,total_floors,building_age_years,lift_available,furnishing_status,modular_kitchen,bathrooms,balconies,ac_units,wardrobes,flooring_type,gated_community,security,clubhouse,gym,swimming_pool,parking_type,power_backup,water_supply,maintenance_charges,locality,pin_code,society_type,distance_to_metro_km,distance_to_it_park_km,distance_to_school_km,distance_to_hospital_km,rental_price,purchase_price,price_per_sqft,brokerage_type,days_since_listed
SYN-00230,synthetic,https://example.com/pune-listing/230,2 BHK,768.36,898.67,3,13,10,1,Fully Furnished,0,2,2,1,3,Wooden,1,1,0,1,0,Covered,0,Municipal,2559.54,Hinjewadi,411057,Society,5.85,0.35,2.58,2.84,16988.95,10558270.73,13741.29,Owner,42
SYN-00231,synthetic,https://example.com/pune-listing/231,1 BHK,412.12,495.2,0,13,7,1,Semi-Furnished,1,1,2,0,1,Vitrified,1,1,1,1,0,None,0,Tanker,2513.87,Kothrud,411038,Society,2.49,7.21,0.91,1.82,24240.04,4326051.19,10496.98,Builder,33
SYN-00232,synthetic,https://example.com/pune-listing/232,2 BHK,454.16,504.75,2,21,6,1,Unfurnished,1,3,1,1,3,Marble,1,1,0,0,0,Open,0,Tanker,1668.52,Pimple Saudagar,411027,Society,4.45,5.27,1.11,1.74,9610.71,4439213.38,9774.61,Owner,20
SYN-00233,synthetic,https://example.com/pune-listing/233,3 BHK,669.23,815.36,10,16,5,1,Fully Furnished,1,4,2,1,4,Vitrified,1,1,0,0,1,Covered,0,Municipal,3334.48,Kharadi,411014,Society,4.63,1.02,1.86,1.95,39476.08,13723246.28,20506.03,Broker,7
SYN-00234,synthetic,https://example.com/pune-listing/234,1 BHK,483.51,587.16,6,17,4,1,Semi-Furnished,1,1,0,0,2,Vitrified,1,1,0,1,0,None,0,Municipal,2335.48,Pimple Saudagar,411027,Society,3.52,5.69,2.16,2.17,13001.7,5352834.62,11070.67,Builder,23
SYN-00235,synthetic,https://example.com/pune-listing/235,2 BHK,471.46,588.05,5,14,17,1,Semi-Furnished,1,3,1,1,3,,1,1,1,0,0,Covered,0,Municipal,800.0,Hadapsar,411028,Society,4.98,2.24,2.41,1.67,10683.21,2800000.0,5938.94,Builder,32
SYN-00236,synthetic,https://example.com/pune-listing/236,2 BHK,601.8,685.37,5,11,4,1,Fully Furnished,1,2,1,1,3,Vitrified,0,0,0,1,1,Bike,0,Municipal,1786.07,Nigdi,411044,Standalone,3.64,10.39,1.61,2.29,19369.41,4893774.4,8131.91,Broker,27
SYN-00237,synthetic,https://example.com/pune-listing/237,2 BHK,646.92,712.96,8,8,13,1,Semi-Furnished,1,2,2,2,3,Vitrified,0,0,1,1,1,Bike,1,Tanker,3974.49,Koregaon Park,411001,Standalone,1.91,4.76,1.7,1.32,30827.15,7674336.31,11862.87,Broker,32
SYN-00238,synthetic,https://example.com/pune-listing/238,3 BHK,1052.59,1299.66,9,9,7,1,Unfurnished,0,3,4,3,3,Granite,0,1,1,1,1,Covered,1,Tanker,4663.35,Baner,411045,Standalone,3.38,3.22,1.38,2.33,76324.35,25041835.75,23790.79,Owner,6
SYN-00239,synthetic,https://example.com/pune-listing/239,1 BHK,447.28,492.51,1,7,12,1,Semi-Furnished,0,1,1,0,1,Granite,1,1,1,0,0,Open,1,Corporation + Borewell,1965.9,Hinjewadi,411057,Society,6.05,0.2,2.85,2.88,13372.92,2820562.84,6306.07,Broker,23
SYN-00240,synthetic,https://example.com/pune-listing/240,3 BHK,1022.9,1134.52,6,17,4,1,Unfurnished,0,3,2,2,4,Vitrified,0,0,0,0,0,Covered,0,Tanker,3055.46,Wakad,411057,Standalone,4.56,2.89,2.42,2.16,30062.27,4878611.84,4769.37,Owner,42
SYN-00241,synthetic,https://example.com/pune-listing/241,2 BHK,594.46,704.38,5,13,10,1,Unfurnished,0,2,1,1,4,Wooden,0,1,0,1,1,Covered,1,Borewell,2683.04,Viman Nagar,411014,Standalone,2.45,4.34,2.0,1.48,28978.25,8868934.96,14919.33,Owner,39
SYN-00242,synthetic,https://example.com/pune-listing/242,2 BHK,670.8,765.02,12,13,10,1,Semi-Furnished,1,3,2,1,3,Marble,1,0,1,0,0,None,1,Corporation + Borewell,1169.61,Nigdi,411044,Society,4.27,11.52,1.78,2.58,12208.15,7614862.42,11351.97,Owner,39
SYN-00243,synthetic,https://example.com/pune-listing/243,2 BHK,586.61,666.23,5,15,4,1,Semi-Furnished,1,3,1,1,2,Wooden,1,1,0,0,1,Covered,1,Tanker,2302.53,Shivajinagar,411005,Society,2.02,6.1,1.01,1.24,20616.8,5801854.96,9890.5,Owner,25
SYN-00244,synthetic,https://example.com/pune-listing/244,2 BHK,653.09,752.17,15,16,12,1,Unfurnished,0,2,2,0,3,Vitrified,1,1,0,1,1,Covered,1,Borewell,1522.74,Wakad,411057,Society,4.64,2.37,2.28,1.72,21671.19,4760616.05,7289.33,Owner,3
SYN-00245,synthetic,https://example.com/pune-listing/245,1 BHK,400.55,462.9,20,20,11,1,Semi-Furnished,1,1,2,0,1,Granite,1,1,0,0,0,Covered,0,Municipal,2899.92,Aundh,411007,Society,3.55,5.28,1.56,1.66,12934.84,3507038.26,8755.64,Broker,18
SYN-00246,synthetic,https://example.com/pune-listing/246,3 BHK,1178.62,1406.11,10,13,4,1,Fully Furnished,1,4,1,1,5,Granite,0,1,0,1,0,Covered,0,Municipal,3718.07,Viman Nagar,411014,Society,1.8,5.42,2.07,1.65,55863.62,12855655.05,10907.36,Owner,13
SYN-00247,synthetic,https://example.com/pune-listing/247,2 BHK,622.69,698.97,2,11,9,1,Fully Furnished,1,2,2,2,4,Ceramic,0,0,1,1,1,Open,1,Tanker,3026.06,Baner,411045,Standalone,3.11,3.73,2.19,2.15,45176.87,14420601.49,23158.6,Broker,40
SYN-00248,synthetic,https://example.com/pune-listing/248,3 BHK,845.23,1030.24,7,13,10,1,Unfurnished,1,3,2,1,3,Granite,1,1,1,0,0,Covered,1,Corporation + Borewell,1478.93,Hadapsar,411028,Society,4.9,2.3,1.96,1.71,20262.19,8853165.03,10474.29,Broker,35
SYN-00249,synthetic,https://example.com/pune-listing/249,1 RK,405.57,439.85,13,13,13,1,Unfurnished,1,1,1,0,2,Granite,1,1,0,1,0,Stilt,1,Corporation + Borewell,800.0,Hinjewadi,411057,Society,5.91,1.41,2.12,2.53,10698.67,2994616.49,7383.72,Owner,20
SYN-00250,synthetic,https://example.com/pune-listing/250,1 BHK,347.17,409.71,14,16,6,1,Semi-Furnished,1,1,2,0,1,Marble,1,1,0,1,0,Covered,1,Tanker,,Kharadi,411014,Society,4.04,2.17,2.31,2.33,12003.59,4352449.25,12536.87,Broker,14
SYN-00251,synthetic,https://example.com/pune-listing/251,3 BHK,823.72,898.4,7,19,12,1,Unfurnished,1,4,3,1,5,Vitrified,1,1,0,0,0,Stilt,0,Borewell,3013.58,Wakad,411057,Society,4.63,2.32,2.43,2.21,11125.47,4565987.77,5543.14,Owner,47
SYN-00252,synthetic,https://example.com/pune-listing/252,2 BHK,735.15,887.86,4,10,3,1,Semi-Furnished,0,3,2,1,3,Ceramic,1,1,0,0,0,None,1,Municipal,2643.25,Hadapsar,411028,Society,5.68,2.32,2.71,2.4,21690.72,8427491.39,11463.7,Broker,48
SYN-00253,synthetic,https://example.com/pune-listing/253,3 BHK,845.11,978.96,14,16,7,1,Fully Furnished,1,3,3,1,4,Marble,0,0,0,0,0,Open,0,Borewell,1123.32,Pune Camp,411001,Standalone,2.54,5.23,1.36,1.51,23612.75,9222510.6,10912.81,Broker,56
SYN-00254,synthetic,https://example.com/pune-listing/254,2 BHK,550.97,681.74,12,14,12,1,Fully Furnished,1,2,1,2,3,Vitrified,0,0,1,1,1,Open,1,Tanker,1899.92,Kalyani Nagar,411006,Standalone,3.02,4.78,1.72,1.62,27142.35,14594674.61,26488.87,Builder,15
SYN-00255,synthetic,https://example.com/pune-listing/255,1 BHK,339.02,401.85,8,8,7,1,Semi-Furnished,1,2,0,1,1,Wooden,1,1,1,1,0,Covered,1,Municipal,1066.58,Kalyani Nagar,411006,Society,3.05,3.73,0.87,1.54,26413.99,8475046.14,24998.35,Broker,62
SYN-00256,synthetic,https://example.com/pune-listing/256,2 BHK,681.68,866.89,9,14,12,1,Unfurnished,1,2,1,1,3,Vitrified,1,1,0,1,0,Open,1,Municipal,2889.48,Hinjewadi,411057,Society,6.63,0.2,2.81,2.94,20577.31,5006990.69,7345.04,Broker,8
SYN-00257,synthetic,https://example.com/pune-listing/257,1 BHK,394.97,452.27,0,14,2,1,Semi-Furnished,1,1,0,1,1,Wooden,0,0,1,1,1,Bike,1,Municipal,1161.59,Kalyani Nagar,411006,Society,2.16,3.87,1.28,1.11,24695.1,5731354.67,14510.96,Owner,9
SYN-00258,synthetic,https://example.com/pune-listing/258,2 BHK,644.86,769.36,11,16,6,1,Semi-Furnished,1,3,2,1,2,Ceramic,0,0,1,1,1,Covered,0,Municipal,3157.44,Kothrud,411038,Society,3.16,7.84,1.01,0.87,30775.39,5874771.16,9110.2,Owner,5
SYN-00259,synthetic,https://example.com/pune-listing/259,2 BHK,544.68,674.61,13,16,18,1,Unfurnished,0,3,2,1,3,Wooden,1,1,0,1,0,Open,0,Tanker,1835.55,Wakad,411057,Society,5.42,1.99,1.85,2.22,13489.32,2800000.0,5140.6,Owner,20
SYN-00260,synthetic,https://example.com/pune-listing/260,2 BHK,674.24,850.55,19,20,7,1,Semi-Furnished,0,2,2,1,4,Wooden,0,1,0,1,0,Covered,0,Municipal,1540.83,Pimple Saudagar,411027,Standalone,3.56,4.83,1.35,1.73,21538.31,4318070.69,6404.33,Broker,13
SYN-00261,synthetic,https://example.com/pune-listing/261,2 BHK,431.44,515.13,12,15,2,1,Fully Furnished,1,3,2,1,4,Wooden,1,1,0,0,0,Covered,0,,1705.25,Wakad,411057,Society,5.04,2.59,2.28,1.98,9966.61,5879105.95,13626.83,Owner,7
SYN-00262,synthetic,https://example.com/pune-listing/262,2 BHK,496.42,567.11,5,11,8,1,Fully Furnished,1,2,2,1,3,Wooden,1,1,1,0,0,Covered,1,Municipal,2224.09,Viman Nagar,411014,Society,2.19,4.84,1.72,1.56,26055.94,6001886.23,12090.35,Broker,25
SYN-00263,synthetic,https://example.com/pune-listing/263,3 BHK,1210.66,1446.41,8,14,6,1,Semi-Furnished,1,3,3,3,5,Marble,1,1,0,1,1,Covered,1,Borewell,5516.28,Kalyani Nagar,411006,Society,2.52,5.9,1.07,1.18,79404.6,30439785.41,25143.17,Builder,34
SYN-00264,synthetic,https://example.com/pune-listing/264,3 BHK,926.51,1064.05,15,15,16,1,Fully Furnished,1,4,2,2,5,Wooden,0,0,1,1,0,Covered,0,Corporation + Borewell,3529.43,Kalyani Nagar,411006,Standalone,3.05,3.8,1.69,1.44,43063.32,12561362.11,13557.7,Broker,16
SYN-00265,synthetic,https://example.com/pune-listing/265,2 BHK,482.0,547.81,11,16,17,1,Unfurnished,0,2,1,1,3,Vitrified,0,1,0,1,0,Open,1,Corporation + Borewell,2094.32,Pimple Saudagar,411027,Standalone,3.82,5.64,1.7,1.67,14897.39,4585278.65,9512.97,Broker,8
SYN-00266,synthetic,https://example.com/pune-listing/266,3 BHK,1403.39,1616.08,3,6,8,1,Semi-Furnished,1,3,4,2,5,Wooden,1,1,1,0,1,Covered,0,Tanker,5296.36,Aundh,411007,Society,3.48,3.28,1.73,1.6,58078.07,11570402.42,8244.61,Builder,13
SYN-00267,synthetic,https://example.com/pune-listing/267,1 BHK,454.48,571.24,4,12,9,1,Fully Furnished,1,1,0,0,1,Vitrified,1,0,0,0,0,Covered,0,Municipal,800.0,Wakad,411057,Society,4.09,2.44,2.65,2.62,14842.51,3039439.79,6687.73,Broker,37
SYN-00268,synthetic,https://example.com/pune-listing/268,4 BHK,994.09,1198.71,2,8,6,1,Unfurnished,0,4,3,4,7,Wooden,1,1,1,1,1,Covered,1,Corporation + Borewell,4563.58,Baner,411045,Society,2.48,3.27,1.65,2.11,45640.93,26480860.24,26638.29,Broker,15
SYN-00269,synthetic,https://example.com/pune-listing/269,3 BHK,1113.49,1320.16,14,14,13,1,Unfurnished,1,4,3,2,5,,0,0,1,0,0,Covered,0,Borewell,4747.62,Wakad,411057,Standalone,4.03,3.47,1.74,2.23,19605.07,5563101.41,4996.11,Owner,98
SYN-00270,synthetic,https://example.com/pune-listing/270,3 BHK,740.75,910.11,1,10,1,1,Semi-Furnished,1,4,2,3,3,Ceramic,1,1,1,1,1,Covered,0,,4042.4,Baner,411045,Society,2.52,4.41,1.57,2.2,39075.99,11754806.72,15868.88,,8
SYN-00271,synthetic,https://example.com/pune-listing/271,4 BHK,1333.55,1536.51,7,11,2,1,Unfurnished,1,4,3,4,6,Ceramic,1,1,1,1,1,Stilt,1,Tanker,6174.28,Koregaon Park,411001,Society,3.32,5.28,1.58,1.23,73264.35,29371041.1,22024.75,Broker,66
SYN-00272,synthetic,https://example.com/pune-listing/272,2 BHK,640.24,750.99,2,8,6,1,Semi-Furnished,1,2,2,2,4,Vitrified,1,1,0,0,1,Stilt,1,Municipal,3144.33,Koregaon Park,411001,Society,1.66,5.49,1.43,1.66,44074.64,17309540.97,27036.01,Owner,46
SYN-00273,synthetic,https://example.com/pune-listing/273,4 BHK,1380.47,1594.93,7,18,5,1,Semi-Furnished,1,4,4,3,7,Vitrified,1,1,0,1,0,Covered,0,,2843.68,Hadapsar,411028,Society,5.62,1.12,1.99,1.6,41829.5,8934137.14,6471.79,Broker,20
SYN-00274,synthetic,https://example.com/pune-listing/274,1 BHK,382.03,465.57,2,15,13,1,Semi-Furnished,1,1,1,0,1,Marble,1,1,0,0,1,Open,1,Municipal,800.0,Shivajinagar,411005,Society,0.87,5.54,0.64,1.46,13877.72,3216599.07,8419.84,Owner,19
SYN-00275,synthetic,https://example.com/pune-listing/275,2 BHK,575.83,706.12,1,7,11,1,Unfurnished,1,3,1,2,2,Granite,1,1,0,0,1,Covered,1,Municipal,2736.45,Koregaon Park,411001,Society,2.83,5.59,1.53,1.44,22858.17,13865510.73,24079.19,Broker,38
SYN-00276,synthetic,https://example.com/pune-listing/276,4 BHK,1701.88,1910.24,14,16,10,1,Unfurnished,1,4,4,2,5,Granite,1,1,0,0,0,Covered,1,Municipal,,Hinjewadi,411057,Society,5.71,0.64,2.07,2.73,29322.83,21289880.97,12509.6,Owner,23
SYN-00277,synthetic,https://example.com/pune-listing/277,1 BHK,342.74,426.94,4,8,15,1,Semi-Furnished,1,1,0,0,2,Wooden,1,1,0,1,0,Covered,0,Municipal,800.0,Kothrud,411038,Society,2.28,7.96,1.53,1.22,14202.47,3282725.15,9577.92,Broker,4
SYN-00278,synthetic,https://example.com/pune-listing/278,1 BHK,409.95,515.73,2,15,14,1,Unfurnished,0,2,2,0,1,Marble,1,1,0,0,1,Bike,0,Tanker,2021.51,Hinjewadi,411057,Society,6.4,0.98,2.56,2.67,7500.0,3188213.3,7776.99,Owner,30
SYN-00279,synthetic,https://example.com/pune-listing/279,1 RK,470.36,530.67,2,12,9,1,Fully Furnished,1,1,2,0,1,Marble,1,0,1,1,0,Covered,1,Borewell,1418.38,Aundh,411007,Standalone,3.25,4.68,2.04,1.88,24767.47,8504634.57,18080.97,Broker,8
SYN-00280,synthetic,https://example.com/pune-listing/280,1 RK,511.15,613.21,8,14,4,1,Fully Furnished,1,1,1,0,1,Vitrified,1,1,0,0,0,,1,Municipal,1582.9,Kothrud,411038,Standalone,2.06,7.35,1.27,1.21,15214.17,5830482.21,11406.71,Owner,35
SYN-00281,synthetic,https://example.com/pune-listing/281,2 BHK,647.95,734.18,10,14,9,1,Semi-Furnished,1,2,2,2,4,Vitrified,1,0,0,0,1,Bike,1,Tanker,3691.84,Kalyani Nagar,411006,Standalone,2.11,3.65,1.1,1.02,42301.25,19268422.5,29737.71,Owner,5
SYN-00282,synthetic,https://example.com/pune-listing/282,2 BHK,461.44,514.32,2,15,9,1,Semi-Furnished,1,3,1,1,4,Ceramic,1,1,0,0,0,Covered,1,Corporation + Borewell,800.0,Nigdi,411044,Standalone,3.87,10.01,1.92,2.73,14336.15,5762961.45,12489.13,Owner,20
SYN-00283,synthetic,https://example.com/pune-listing/283,1 BHK,320.76,389.21,2,12,10,1,Semi-Furnished,1,2,1,0,2,Vitrified,1,1,0,0,0,Stilt,1,Municipal,800.0,Wakad,411057,Society,5.55,4.24,2.07,2.04,7500.0,2800000.0,8729.38,Owner,20
SYN-00284,synthetic,https://example.com/pune-listing/284,1 BHK,382.5,413.94,1,12,15,1,Semi-Furnished,1,2,1,1,1,,1,1,1,1,1,Covered,0,Corporation + Borewell,1997.15,Kalyani Nagar,411006,Standalone,2.22,5.1,1.01,0.99,20113.69,7953989.18,20794.76,Broker,28
SYN-00285,synthetic,https://example.com/pune-listing/285,3 BHK,916.21,1092.25,7,13,2,1,Fully Furnished,1,4,3,1,4,,1,1,1,0,0,Stilt,1,Municipal,4149.97,Aundh,411007,Standalone,3.27,3.88,1.81,1.8,29166.55,20001084.41,21830.28,Broker,45
SYN-00286,synthetic,https://example.com/pune-listing/286,4 BHK,1563.81,1902.36,5,10,7,1,Fully Furnished,1,4,2,3,5,Marble,0,1,1,1,1,Covered,1,Corporation + Borewell,7506.48,Koregaon Park,411001,Standalone,2.98,5.64,1.74,1.28,118054.49,26838365.58,17162.21,Broker,38
SYN-00287,synthetic,https://example.com/pune-listing/287,2 BHK,630.23,722.84,11,12,12,1,Semi-Furnished,1,2,2,0,3,Vitrified,0,0,0,0,1,None,0,Municipal,2203.18,Aundh,411007,Society,3.38,4.29,1.5,1.46,20850.47,8368023.93,13277.73,Owner,51
SYN-00288,synthetic,https://example.com/pune-listing/288,3 BHK,1355.79,1653.12,7,8,4,1,Semi-Furnished,0,4,3,2,4,Vitrified,1,1,0,0,0,Open,1,Borewell,5668.8,Aundh,411007,Society,3.51,3.42,1.13,1.4,68213.3,13633672.47,10055.9,Owner,30
SYN-00289,synthetic,https://example.com/pune-listing/289,3 BHK,802.18,947.84,4,20,9,1,Unfurnished,0,4,3,2,4,Wooden,1,1,0,1,1,Stilt,1,Corporation + Borewell,2367.29,Shivajinagar,411005,Society,0.36,6.91,1.06,1.17,28515.36,13131109.25,16369.32,Broker,39
SYN-00290,synthetic,https://example.com/pune-listing/290,3 BHK,670.48,726.56,7,9,10,1,Semi-Furnished,1,3,2,2,4,Wooden,1,1,0,0,0,Covered,0,Corporation + Borewell,1289.1,Pimple Saudagar,411027,Society,4.5,4.05,1.1,1.75,7711.61,4545471.76,6779.39,Owner,37
SYN-00291,synthetic,https://example.com/pune-listing/291,3 BHK,798.98,903.65,9,15,13,1,Semi-Furnished,0,5,3,1,5,Granite,1,1,0,0,1,,0,Municipal,2082.74,Pimple Saudagar,411027,Society,4.55,4.57,1.28,1.89,21681.71,5870767.77,7347.85,Broker,4
SYN-00292,synthetic,https://example.com/pune-listing/292,1 RK,415.96,492.35,0,11,5,1,Semi-Furnished,1,1,1,0,1,Vitrified,1,1,0,1,0,Open,1,Municipal,3291.28,Kharadi,411014,Society,3.99,1.81,1.87,2.13,17135.64,5144276.24,12367.31,Owner,41
SYN-00293,synthetic,https://example.com/pune-listing/293,1 BHK,371.87,422.07,13,19,9,1,Unfurnished,0,1,0,0,1,Granite,1,1,0,1,0,Covered,1,Municipal,800.0,Wakad,411057,Society,3.98,2.98,2.41,2.22,13152.09,2800000.0,7529.43,Owner,40
SYN-00294,synthetic,https://example.com/pune-listing/294,2 BHK,595.72,719.05,13,14,14,1,Fully Furnished,1,2,3,1,3,Vitrified,1,1,1,1,0,Covered,0,,1572.12,Wakad,411057,Society,4.09,3.1,1.92,2.33,25376.13,7096387.46,11912.34,Owner,31
SYN-00295,synthetic,https://example.com/pune-listing/295,2 BHK,834.02,1051.94,5,6,8,1,Semi-Furnished,1,3,2,1,2,,0,0,0,0,0,Bike,0,Borewell,1727.77,Hadapsar,411028,Standalone,5.38,2.66,2.68,1.76,17015.54,6001483.64,7195.87,Broker,14
SYN-00296,synthetic,https://example.com/pune-listing/296,4 BHK,1362.91,1491.86,5,11,6,1,Unfurnished,0,5,5,2,8,Granite,1,1,0,0,0,Covered,0,Corporation + Borewell,4224.33,Wakad,411057,Society,4.87,2.4,1.79,2.3,34826.55,9170945.61,6728.96,Owner,22
SYN-00297,synthetic,https://example.com/pune-listing/297,1 BHK,390.79,470.23,5,13,1,1,Semi-Furnished,0,2,2,0,2,Vitrified,1,1,1,0,1,Stilt,1,Corporation + Borewell,,Shivajinagar,411005,Society,1.2,6.47,0.59,1.15,12611.09,3650224.38,9340.57,Broker,82
SYN-00298,synthetic,https://example.com/pune-listing/298,3 BHK,1321.62,1470.93,7,8,1,1,Fully Furnished,0,3,3,3,5,Vitrified,1,1,1,0,1,Stilt,1,Tanker,6079.32,Koregaon Park,411001,Society,2.31,5.92,1.54,1.46,89339.02,21170417.31,16018.52,Broker,29
SYN-00299,synthetic,https://example.com/pune-listing/299,3 BHK,559.18,673.6,14,16,5,1,Unfurnished,1,4,4,2,3,Granite,1,1,0,0,0,Covered,0,Corporation + Borewell,1912.79,Pune Camp,411001,Society,3.06,5.19,1.01,1.6,13182.63,6082989.61,10878.45,Builder,38
SYN-00300,synthetic,https://example.com/pune-listing/300,2 BHK,591.08,717.53,0,17,10,1,Fully Furnished,1,4,2,1,3,Wooden,1,1,0,1,0,Covered,1,Corporation + Borewell,1383.46,Wakad,411057,Society,4.14,3.96,1.84,2.44,19887.59,4609014.96,7797.64,Owner,28
SYN-00301,synthetic,https://example.com/pune-listing/301,2 BHK,570.7,698.69,8,13,8,1,Unfurnished,0,3,2,1,3,Granite,1,1,0,0,0,Covered,0,Borewell,2432.97,Kharadi,411014,Standalone,4.45,0.93,1.63,1.49,25477.57,8436694.02,14783.11,Broker,24
SYN-00302,synthetic,https://example.com/pune-listing/302,2 BHK,700.41,777.39,8,8,9,1,Semi-Furnished,1,3,1,1,2,Marble,0,0,0,0,1,Covered,1,Corporation + Borewell,3261.15,Aundh,411007,Society,3.87,3.27,1.11,1.36,21876.47,6300817.78,8995.86,Owner,34
SYN-00303,synthetic,https://example.com/pune-listing/303,2 BHK,551.62,673.27,6,10,0,1,Semi-Furnished,1,2,2,1,3,Vitrified,1,1,0,1,1,Stilt,0,Municipal,1679.33,Viman Nagar,411014,Society,3.17,6.42,1.9,1.29,29394.87,5689218.48,10313.6,Owner,10
SYN-00304,synthetic,https://example.com/pune-listing/304,1 BHK,437.99,517.39,1,16,12,1,Semi-Furnished,1,2,2,0,2,Ceramic,1,1,0,1,1,Covered,0,Corporation + Borewell,800.0,Pimple Saudagar,411027,Society,4.87,5.4,1.33,1.87,7500.0,2990753.51,6828.34,Broker,47
SYN-00305,synthetic,https://example.com/pune-listing/305,3 BHK,1169.72,1472.68,0,10,22,1,Unfurnished,1,3,4,1,5,Vitrified,1,1,0,0,0,Covered,1,Tanker,3698.62,Hinjewadi,411057,Society,5.91,0.82,2.65,2.95,36605.14,6849807.53,5855.93,Owner,33
SYN-00306,synthetic,https://example.com/pune-listing/306,3 BHK,984.13,1166.59,7,13,17,1,Unfurnished,0,2,3,2,5,Vitrified,1,1,0,0,0,Covered,0,Tanker,2306.44,Hadapsar,411028,Society,5.84,1.18,2.16,1.8,19164.04,5751590.42,5844.36,Broker,14
SYN-00307,synthetic,https://example.com/pune-listing/307,3 BHK,1115.06,1420.67,7,11,4,1,Fully Furnished,1,3,3,2,5,Vitrified,1,1,0,1,0,Stilt,1,Corporation + Borewell,4640.19,Aundh,411007,Society,4.08,4.29,1.21,1.4,35460.57,21607449.29,19377.89,Broker,17
SYN-00308,synthetic,https://example.com/pune-listing/308,2 BHK,835.61,996.2,8,15,4,1,Semi-Furnished,1,2,2,1,3,Granite,1,1,0,0,0,Covered,0,Tanker,1879.92,Hinjewadi,411057,Society,6.44,1.76,2.11,2.62,30496.22,5945516.12,7115.15,Broker,34
SYN-00309,synthetic,https://example.com/pune-listing/309,3 BHK,1042.77,1298.54,1,15,8,1,Semi-Furnished,1,3,3,2,6,Marble,0,1,0,0,0,Open,1,Tanker,2742.54,Kothrud,411038,Standalone,1.84,7.54,1.76,1.19,31082.46,8211795.16,7874.99,Broker,17
SYN-00310,synthetic,https://example.com/pune-listing/310,2 BHK,468.27,532.05,11,11,5,1,Fully Furnished,1,2,1,1,3,Marble,1,1,0,0,0,Covered,1,Tanker,,Viman Nagar,411014,Society,1.98,6.44,1.52,1.38,26115.91,4626614.16,9880.3,Owner,9
SYN-00311,synthetic,https://example.com/pune-listing/311,3 BHK,897.46,1046.9,8,15,5,1,Fully Furnished,1,4,3,3,3,Vitrified,0,0,1,1,1,Open,1,Borewell,4398.18,Koregaon Park,411001,Standalone,2.16,5.83,2.12,0.92,71334.77,21721534.09,24203.32,Owner,37
SYN-00312,synthetic,https://example.com/pune-listing/312,4 BHK,1340.91,1697.57,1,15,9,1,Semi-Furnished,1,4,3,2,4,Vitrified,1,1,1,1,0,Covered,1,Corporation + Borewell,6047.57,Baner,411045,Society,2.97,3.01,1.57,2.15,93190.86,39345921.15,29342.6,Owner,41
SYN-00313,synthetic,https://example.com/pune-listing/313,3 BHK,912.75,998.88,19,20,14,1,Semi-Furnished,1,3,3,2,6,Marble,1,0,0,1,0,Covered,0,Tanker,2941.75,Hinjewadi,411057,Society,5.71,0.2,2.43,2.16,26456.68,9375218.56,10271.4,Broker,18
SYN-00314,synthetic,https://example.com/pune-listing/314,1 BHK,479.81,566.98,8,10,0,1,Semi-Furnished,1,2,1,1,2,Granite,1,1,1,1,1,Covered,1,Municipal,2148.1,Baner,411045,Society,2.6,2.54,2.38,2.03,34592.61,8765748.59,18269.12,Owner,2
SYN-00315,synthetic,https://example.com/pune-listing/315,1 BHK,457.29,501.06,5,14,6,1,Semi-Furnished,1,2,2,0,1,Marble,1,1,0,1,0,Covered,0,Borewell,823.82,Pimple Saudagar,411027,Society,4.24,5.67,1.57,1.68,8180.48,3509943.77,7675.46,Owner,16
SYN-00316,synthetic,https://example.com/pune-listing/316,2 BHK,600.26,663.48,7,10,12,1,Unfurnished,0,2,3,2,2,Marble,1,1,1,1,0,Bike,1,Tanker,2892.53,Koregaon Park,411001,Society,1.88,4.92,1.5,0.94,27568.22,7413820.29,12351.0,Owner,29
SYN-00317,synthetic,https://example.com/pune-listing/317,2 BHK,451.68,538.48,12,13,14,1,Semi-Furnished,1,2,4,1,3,Granite,1,1,0,0,0,Covered,1,,1469.19,Kothrud,411038,Society,2.57,7.71,0.28,2.11,11781.29,3463666.53,7668.47,Owner,26
SYN-00318,synthetic,https://example.com/pune-listing/318,3 BHK,863.4,1005.92,1,16,7,1,Semi-Furnished,1,3,4,1,5,Vitrified,0,1,0,0,1,Covered,0,Municipal,3115.8,Kharadi,411014,Society,4.59,2.38,2.36,1.99,27064.27,14180348.63,16423.93,Broker,12
SYN-00319,synthetic,https://example.com/pune-listing/319,1 BHK,446.03,529.31,10,12,11,1,Semi-Furnished,1,1,0,0,2,Vitrified,1,0,0,0,0,Covered,1,Borewell,2306.54,Hadapsar,411028,Society,5.23,1.67,1.89,2.13,7981.43,5665657.22,12702.29,Broker,6
SYN-00320,synthetic,https://example.com/pune-listing/320,3 BHK,903.38,1106.06,4,15,8,1,Unfurnished,0,3,3,1,5,Granite,1,1,1,1,0,Open,0,Municipal,4266.32,Kharadi,411014,Society,4.09,1.28,1.84,2.08,35589.33,13896180.86,15382.38,Owner,18
SYN-00321,synthetic,https://example.com/pune-listing/321,1 BHK,350.92,394.64,0,11,8,1,Semi-Furnished,1,1,0,0,2,Wooden,1,1,1,1,1,Covered,1,Tanker,2718.68,Aundh,411007,Society,3.35,3.27,1.04,2.04,13483.9,5204550.86,14831.1,Broker,67
